Test,State,Year, Total, Total Passed, % Passed,Num Black, Black Passed, % Black Passed, % Black,Num Hispanic, Hisp Passed, % Hisp Passed, % Hisp,Num Asian, Asian Passed, % Asian Passed, % Asian,Num White, White Passed, % White Passed, % White,Num PI, PI Passed, % PI Passed, % PI,Num NA, NA Passed, % NA Passed, % NA,Num 2+, 2+ Passed, % 2+ Passed, % 2+,Num Other, Other Passed, % Other Passed, % Other,Fem Total, Fem Passed, % Fem Passed, % Fem,Num Black Fem, Fem Black Passed, % Fem Black Passed, % Fem Black,Num Hispanic Fem, Fem Hisp Passed, % Fem Hisp Passed, % Fem Hisp,Num Asian Fem, Fem Asian Passed, % Fem Asian Passed, % Fem Asian,Num White Fem, Fem White Passed, % Fem White Passed, % Fem White,Num PI Fem, Fem PI Passed, % Fem PI Passed, % Fem PI,Num NA Fem, Fem NA Passed, % Fem NA Passed, % Fem NA,Num 2+ Fem, Fem 2+ Passed, % Fem 2+ Passed, % Fem 2+,Num Other Fem, Fem Other Passed, % Fem Other Passed,% Fem Other,Male Total, Male Passed, % Male Passed, % Male,Num Black Male, Male Black Passed, % Male Black Passed, % Male Black,Num Hispanic Male, Male Hisp Passed, % Male Hisp Passed, % Male Hisp,Num Asian Male, Male Asian Passed, % Male Asian Passed, % Male Asian,Num White Male, Male White Passed, % Male White Passed, % Male White,Num PI Male, Male PI Passed, % Male PI Passed, % Male PI,Num NA Male, Male NA Passed, % Male NA Passed, % Male NA,Num 2+ Male, Male 2+ Passed, % Male 2+ Passed, % Male 2+,Num Other Male, Male Other Passed, % Male Other Passed, % Male Other
CSP,Wyoming,2017,13,12,92.31,0,0,0,0,0,0,0,0,1,0,0,7.69,10,9,90,76.92,0,0,0,0,0,0,0,0,1,0,0,7.69,0,0,0,0,4,0,0,30.77,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,88.89,69.23,0,0,0,0,0,0,0,0,1,0,0,7.69,7,6,85.71,53.85,0,0,0,0,0,0,0,0,1,0,0,7.69,0,0,0,0
CSP,Wyoming,2018,27,24,88.89,1,0,0,3.7,2,0,0,7.41,1,0,0,3.7,22,20,90.91,81.48,0,0,0,0,0,0,0,0,1,0,0,3.7,0,0,0,0,9,8,88.89,33.33,0,0,0,0,0,0,0,0,0,0,0,0,9,8,88.89,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,88.89,66.67,1,0,0,3.7,2,0,0,7.41,1,0,0,3.7,13,12,92.31,48.15,0,0,0,0,0,0,0,0,1,0,0,3.7,0,0,0,0
CSP,Wyoming,2019,75,56,74.67,0,0,0,0,2,0,0,2.67,2,0,0,2.67,56,44,78.57,74.67,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,25,20,80,33.33,0,0,0,0,1,0,0,1.33,0,0,0,0,21,17,80.95,28,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,50,36,72,66.67,0,0,0,0,1,0,0,1.33,2,0,0,2.67,35,27,77.14,46.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSP,Wisconsin,2017,464,420,90.52,2,0,0,0.43,21,18,85.71,4.53,39,35,89.74,8.41,381,347,91.08,82.11,0,0,0,0,1,0,0,0.22,12,11,91.67,2.59,0,0,0,0,93,87,93.55,20.04,1,0,0,0.22,5,5,100,1.08,12,12,100,2.59,68,63,92.65,14.66,0,0,0,0,0,0,0,0,4,0,0,0.86,0,0,0,0,371,333,89.76,79.96,1,0,0,0.22,16,13,81.25,3.45,27,23,85.19,5.82,313,284,90.73,67.46,0,0,0,0,1,0,0,0.22,8,7,87.5,1.72,0,0,0,0
CSP,Wisconsin,2018,798,701,87.84,14,7,50,1.75,37,27,72.97,4.64,71,60,84.51,8.9,623,561,90.05,78.07,1,0,0,0.13,1,0,0,0.13,37,32,86.49,4.64,0,0,0,0,154,138,89.61,19.3,1,0,0,0.13,7,5,71.43,0.88,21,18,85.71,2.63,120,110,91.67,15.04,0,0,0,0,0,0,0,0,4,0,0,0.5,0,0,0,0,644,563,87.42,80.7,13,7,53.85,1.63,30,22,73.33,3.76,50,42,84,6.27,503,451,89.66,63.03,1,0,0,0.13,1,0,0,0.13,33,28,84.85,4.14,0,0,0,0
CSP,Wisconsin,2019,1066,872,81.8,23,14,60.87,2.16,90,55,61.11,8.44,101,82,81.19,9.47,781,663,84.89,73.26,1,0,0,0.09,1,0,0,0.09,42,37,88.1,3.94,0,0,0,0,246,200,81.3,23.08,8,6,75,0.75,16,8,50,1.5,32,27,84.38,3,164,138,84.15,15.38,1,0,0,0.09,0,0,0,0,17,16,94.12,1.59,0,0,0,0,820,672,81.95,76.92,15,8,53.33,1.41,74,47,63.51,6.94,69,55,79.71,6.47,617,525,85.09,57.88,0,0,0,0,1,0,0,0.09,25,21,84,2.35,0,0,0,0
CSP,West Virginia,2017,118,91,77.12,2,0,0,1.69,5,3,60,4.24,13,11,84.62,11.02,93,70,75.27,78.81,0,0,0,0,0,0,0,0,5,5,100,4.24,0,0,0,0,45,32,71.11,38.14,1,0,0,0.85,2,0,0,1.69,10,8,80,8.47,30,21,70,25.42,0,0,0,0,0,0,0,0,2,0,0,1.69,0,0,0,0,73,59,80.82,61.86,1,0,0,0.85,3,0,0,2.54,3,0,0,2.54,63,49,77.78,53.39,0,0,0,0,0,0,0,0,3,0,0,2.54,0,0,0,0
CSP,West Virginia,2018,154,106,68.83,1,0,0,0.65,2,0,0,1.3,14,13,92.86,9.09,123,83,67.48,79.87,0,0,0,0,0,0,0,0,9,8,88.89,5.84,0,0,0,0,51,36,70.59,33.12,1,0,0,0.65,1,0,0,0.65,6,6,100,3.9,40,29,72.5,25.97,0,0,0,0,0,0,0,0,1,0,0,0.65,0,0,0,0,103,70,67.96,66.88,0,0,0,0,1,0,0,0.65,8,7,87.5,5.19,83,54,65.06,53.9,0,0,0,0,0,0,0,0,8,7,87.5,5.19,0,0,0,0
CSP,West Virginia,2019,243,157,64.61,5,4,80,2.06,6,3,50,2.47,20,18,90,8.23,198,121,61.11,81.48,0,0,0,0,1,0,0,0.41,13,10,76.92,5.35,0,0,0,0,88,57,64.77,36.21,4,0,0,1.65,4,0,0,1.65,10,9,90,4.12,63,36,57.14,25.93,0,0,0,0,0,0,0,0,7,6,85.71,2.88,0,0,0,0,155,100,64.52,63.79,1,0,0,0.41,2,0,0,0.82,10,9,90,4.12,135,85,62.96,55.56,0,0,0,0,1,0,0,0.41,6,4,66.67,2.47,0,0,0,0
CSP,Washington,2017,737,563,76.39,22,11,50,2.99,80,45,56.25,10.85,182,151,82.97,24.69,376,297,78.99,51.02,5,2,40,0.68,2,0,0,0.27,61,50,81.97,8.28,0,0,0,0,195,147,75.38,26.46,10,3,30,1.36,19,10,52.63,2.58,68,61,89.71,9.23,78,60,76.92,10.58,0,0,0,0,0,0,0,0,19,12,63.16,2.58,0,0,0,0,542,416,76.75,73.54,12,8,66.67,1.63,61,35,57.38,8.28,114,90,78.95,15.47,298,237,79.53,40.43,5,2,40,0.68,2,0,0,0.27,42,38,90.48,5.7,0,0,0,0
CSP,Washington,2018,982,722,73.52,28,14,50,2.85,128,70,54.69,13.03,216,168,77.78,22,509,397,78,51.83,2,0,0,0.2,4,0,0,0.41,74,59,79.73,7.54,0,0,0,0,266,187,70.3,27.09,10,4,40,1.02,31,15,48.39,3.16,77,59,76.62,7.84,129,98,75.97,13.14,0,0,0,0,0,0,0,0,14,10,71.43,1.43,0,0,0,0,716,535,74.72,72.91,18,10,55.56,1.83,97,55,56.7,9.88,139,109,78.42,14.15,380,299,78.68,38.7,2,0,0,0.2,4,0,0,0.41,60,49,81.67,6.11,0,0,0,0
CSP,Washington,2019,1411,1092,77.39,39,16,41.03,2.76,127,72,56.69,9,400,339,84.75,28.35,666,526,78.98,47.2,7,5,71.43,0.5,4,0,0,0.28,111,89,80.18,7.87,0,0,0,0,402,315,78.36,28.49,16,4,25,1.13,42,21,50,2.98,139,118,84.89,9.85,148,127,85.81,10.49,2,0,0,0.14,1,0,0,0.07,35,28,80,2.48,0,0,0,0,1009,777,77.01,71.51,23,12,52.17,1.63,85,51,60,6.02,261,221,84.67,18.5,518,399,77.03,36.71,5,3,60,0.35,3,0,0,0.21,76,61,80.26,5.39,0,0,0,0
CSP,Virginia,2017,1134,905,79.81,107,67,62.62,9.44,98,72,73.47,8.64,234,202,86.32,20.63,608,494,81.25,53.62,1,0,0,0.09,2,0,0,0.18,67,57,85.07,5.91,0,0,0,0,356,292,82.02,31.39,39,24,61.54,3.44,26,20,76.92,2.29,88,77,87.5,7.76,177,150,84.75,15.61,0,0,0,0,0,0,0,0,20,17,85,1.76,0,0,0,0,778,613,78.79,68.61,68,43,63.24,6,72,52,72.22,6.35,146,125,85.62,12.87,431,344,79.81,38.01,1,0,0,0.09,2,0,0,0.18,47,40,85.11,4.14,0,0,0,0
CSP,Virginia,2018,1802,1402,77.8,139,71,51.08,7.71,151,106,70.2,8.38,472,389,82.42,26.19,848,691,81.49,47.06,4,0,0,0.22,1,0,0,0.06,132,102,77.27,7.33,0,0,0,0,534,423,79.21,29.63,47,23,48.94,2.61,43,29,67.44,2.39,158,136,86.08,8.77,218,183,83.94,12.1,1,0,0,0.06,1,0,0,0.06,54,41,75.93,3,0,0,0,0,1268,979,77.21,70.37,92,48,52.17,5.11,108,77,71.3,5.99,314,253,80.57,17.43,630,508,80.63,34.96,3,0,0,0.17,0,0,0,0,78,61,78.21,4.33,0,0,0,0
CSP,Virginia,2019,2246,1673,74.49,234,98,41.88,10.42,219,155,70.78,9.75,523,421,80.5,23.29,1085,865,79.72,48.31,2,0,0,0.09,4,0,0,0.18,119,94,78.99,5.3,0,0,0,0,714,529,74.09,31.79,94,37,39.36,4.19,65,47,72.31,2.89,202,172,85.15,8.99,303,232,76.57,13.49,0,0,0,0,1,0,0,0.04,28,23,82.14,1.25,0,0,0,0,1532,1144,74.67,68.21,140,61,43.57,6.23,154,108,70.13,6.86,321,249,77.57,14.29,782,633,80.95,34.82,2,0,0,0.09,3,0,0,0.13,91,71,78.02,4.05,0,0,0,0
CSP,Vermont,2017,62,55,88.71,0,0,0,0,3,0,0,4.84,8,7,87.5,12.9,45,41,91.11,72.58,0,0,0,0,0,0,0,0,4,0,0,6.45,0,0,0,0,19,17,89.47,30.65,0,0,0,0,1,0,0,1.61,3,0,0,4.84,12,11,91.67,19.35,0,0,0,0,0,0,0,0,3,0,0,4.84,0,0,0,0,43,38,88.37,69.35,0,0,0,0,2,0,0,3.23,5,5,100,8.06,33,30,90.91,53.23,0,0,0,0,0,0,0,0,1,0,0,1.61,0,0,0,0
CSP,Vermont,2018,47,41,87.23,1,0,0,2.13,1,0,0,2.13,9,8,88.89,19.15,36,32,88.89,76.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,85.71,14.89,0,0,0,0,0,0,0,0,1,0,0,2.13,6,5,83.33,12.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,35,87.5,85.11,1,0,0,2.13,1,0,0,2.13,8,7,87.5,17.02,30,27,90,63.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSP,Vermont,2019,44,36,81.82,0,0,0,0,1,0,0,2.27,4,0,0,9.09,39,32,82.05,88.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,81.82,25,0,0,0,0,0,0,0,0,2,0,0,4.55,9,8,88.89,20.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,81.82,75,0,0,0,0,1,0,0,2.27,2,0,0,4.55,30,24,80,68.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSP,Utah,2017,172,149,86.63,0,0,0,0,10,8,80,5.81,7,5,71.43,4.07,139,124,89.21,80.81,1,0,0,0.58,1,0,0,0.58,6,5,83.33,3.49,0,0,0,0,29,21,72.41,16.86,0,0,0,0,4,0,0,2.33,3,0,0,1.74,18,14,77.78,10.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,128,89.51,83.14,0,0,0,0,6,6,100,3.49,4,0,0,2.33,121,110,90.91,70.35,1,0,0,0.58,1,0,0,0.58,6,5,83.33,3.49,0,0,0,0
CSP,Utah,2018,256,186,72.66,4,0,0,1.56,53,22,41.51,20.7,31,22,70.97,12.11,153,130,84.97,59.77,1,0,0,0.39,1,0,0,0.39,7,6,85.71,2.73,0,0,0,0,69,44,63.77,26.95,3,0,0,1.17,16,5,31.25,6.25,14,11,78.57,5.47,30,24,80,11.72,1,0,0,0.39,1,0,0,0.39,2,0,0,0.78,0,0,0,0,187,142,75.94,73.05,1,0,0,0.39,37,17,45.95,14.45,17,11,64.71,6.64,123,106,86.18,48.05,0,0,0,0,0,0,0,0,5,5,100,1.95,0,0,0,0
CSP,Utah,2019,387,311,80.36,9,3,33.33,2.33,46,28,60.87,11.89,30,29,96.67,7.75,273,230,84.25,70.54,1,0,0,0.26,2,0,0,0.52,19,16,84.21,4.91,0,0,0,0,102,83,81.37,26.36,3,0,0,0.78,13,6,46.15,3.36,16,16,100,4.13,59,50,84.75,15.25,0,0,0,0,1,0,0,0.26,8,7,87.5,2.07,0,0,0,0,285,228,80,73.64,6,1,16.67,1.55,33,22,66.67,8.53,14,13,92.86,3.62,214,180,84.11,55.3,1,0,0,0.26,1,0,0,0.26,11,9,81.82,2.84,0,0,0,0
CSP,Texas,2017,2299,1651,71.81,125,59,47.2,5.44,919,506,55.06,39.97,415,376,90.6,18.05,706,600,84.99,30.71,2,0,0,0.09,4,0,0,0.17,89,75,84.27,3.87,0,0,0,0,749,491,65.55,32.58,43,18,41.86,1.87,333,160,48.05,14.48,150,129,86,6.52,184,154,83.7,8,1,0,0,0.04,1,0,0,0.04,25,20,80,1.09,0,0,0,0,1550,1160,74.84,67.42,82,41,50,3.57,586,346,59.04,25.49,265,247,93.21,11.53,522,446,85.44,22.71,1,0,0,0.04,3,0,0,0.13,64,55,85.94,2.78,0,0,0,0
CSP,Texas,2018,4831,3483,72.1,254,120,47.24,5.26,1526,796,52.16,31.59,1325,1163,87.77,27.43,1463,1203,82.23,30.28,3,0,0,0.06,12,10,83.33,0.25,158,130,82.28,3.27,0,0,0,0,1495,1062,71.04,30.95,96,47,48.96,1.99,488,219,44.88,10.1,496,437,88.1,10.27,342,298,87.13,7.08,0,0,0,0,6,6,100,0.12,47,44,93.62,0.97,0,0,0,0,3336,2421,72.57,69.05,158,73,46.2,3.27,1038,577,55.59,21.49,829,726,87.58,17.16,1121,905,80.73,23.2,3,0,0,0.06,6,4,66.67,0.12,111,86,77.48,2.3,0,0,0,0
CSP,Texas,2019,5844,4300,73.58,246,129,52.44,4.21,1850,1003,54.22,31.66,1666,1482,88.96,28.51,1717,1404,81.77,29.38,5,4,80,0.09,9,4,44.44,0.15,233,192,82.4,3.99,0,0,0,0,1873,1363,72.77,32.05,93,52,55.91,1.59,623,303,48.64,10.66,581,523,90.02,9.94,468,395,84.4,8.01,1,0,0,0.02,0,0,0,0,72,64,88.89,1.23,0,0,0,0,3971,2937,73.96,67.95,153,77,50.33,2.62,1227,700,57.05,21,1085,959,88.39,18.57,1249,1009,80.78,21.37,4,0,0,0.07,9,4,44.44,0.15,161,128,79.5,2.75,0,0,0,0
CSP,Tennessee,2017,578,400,69.2,116,36,31.03,20.07,41,24,58.54,7.09,85,68,80,14.71,307,251,81.76,53.11,0,0,0,0,0,0,0,0,19,14,73.68,3.29,0,0,0,0,175,101,57.71,30.28,56,17,30.36,9.69,12,4,33.33,2.08,29,22,75.86,5.02,69,54,78.26,11.94,0,0,0,0,0,0,0,0,6,2,33.33,1.04,0,0,0,0,403,299,74.19,69.72,60,19,31.67,10.38,29,20,68.97,5.02,56,46,82.14,9.69,238,197,82.77,41.18,0,0,0,0,0,0,0,0,13,12,92.31,2.25,0,0,0,0
CSP,Tennessee,2018,845,520,61.54,137,28,20.44,16.21,89,32,35.96,10.53,144,119,82.64,17.04,427,319,74.71,50.53,1,0,0,0.12,1,0,0,0.12,29,18,62.07,3.43,0,0,0,0,280,163,58.21,33.14,67,11,16.42,7.93,36,16,44.44,4.26,59,51,86.44,6.98,109,82,75.23,12.9,0,0,0,0,0,0,0,0,5,3,60,0.59,0,0,0,0,565,357,63.19,66.86,70,17,24.29,8.28,53,16,30.19,6.27,85,68,80,10.06,318,237,74.53,37.63,1,0,0,0.12,1,0,0,0.12,24,15,62.5,2.84,0,0,0,0
CSP,Tennessee,2019,1105,724,65.52,185,57,30.81,16.74,96,53,55.21,8.69,155,124,80,14.03,588,447,76.02,53.21,0,0,0,0,2,0,0,0.18,53,29,54.72,4.8,0,0,0,0,326,198,60.74,29.5,82,25,30.49,7.42,31,14,45.16,2.81,63,52,82.54,5.7,124,97,78.23,11.22,0,0,0,0,0,0,0,0,22,9,40.91,1.99,0,0,0,0,779,526,67.52,70.5,103,32,31.07,9.32,65,39,60,5.88,92,72,78.26,8.33,464,350,75.43,41.99,0,0,0,0,2,0,0,0.18,31,20,64.52,2.81,0,0,0,0
CSP,South Dakota,2017,19,17,89.47,0,0,0,0,0,0,0,0,2,0,0,10.53,17,15,88.24,89.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,89.47,100,0,0,0,0,0,0,0,0,2,0,0,10.53,17,15,88.24,89.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSP,South Dakota,2018,17,15,88.24,0,0,0,0,3,0,0,17.65,2,0,0,11.76,11,10,90.91,64.71,0,0,0,0,0,0,0,0,1,0,0,5.88,0,0,0,0,4,0,0,23.53,0,0,0,0,1,0,0,5.88,1,0,0,5.88,2,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,92.31,76.47,0,0,0,0,2,0,0,11.76,1,0,0,5.88,9,8,88.89,52.94,0,0,0,0,0,0,0,0,1,0,0,5.88,0,0,0,0
CSP,South Dakota,2019,32,28,87.5,1,0,0,3.12,2,0,0,6.25,2,0,0,6.25,26,24,92.31,81.25,0,0,0,0,1,0,0,3.12,0,0,0,0,0,0,0,0,6,6,100,18.75,0,0,0,0,0,0,0,0,0,0,0,0,6,6,100,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,84.62,81.25,1,0,0,3.12,2,0,0,6.25,2,0,0,6.25,20,18,90,62.5,0,0,0,0,1,0,0,3.12,0,0,0,0,0,0,0,0
CSP,South Carolina,2017,333,273,81.98,23,5,21.74,6.91,21,17,80.95,6.31,21,21,100,6.31,243,210,86.42,72.97,0,0,0,0,2,0,0,0.6,20,15,75,6.01,1,0,0,0.3,94,70,74.47,28.23,14,5,35.71,4.2,6,3,50,1.8,3,0,0,0.9,64,52,81.25,19.22,0,0,0,0,1,0,0,0.3,5,5,100,1.5,1,0,0,0.3,239,203,84.94,71.77,9,0,0,2.7,15,14,93.33,4.5,18,18,100,5.41,179,158,88.27,53.75,0,0,0,0,1,0,0,0.3,15,10,66.67,4.5,0,0,0,0
CSP,South Carolina,2018,665,452,67.97,101,40,39.6,15.19,67,35,52.24,10.08,40,34,85,6.02,408,313,76.72,61.35,0,0,0,0,1,0,0,0.15,37,23,62.16,5.56,0,0,0,0,217,139,64.06,32.63,59,22,37.29,8.87,24,11,45.83,3.61,16,15,93.75,2.41,104,82,78.85,15.64,0,0,0,0,0,0,0,0,13,9,69.23,1.95,0,0,0,0,448,313,69.87,67.37,42,18,42.86,6.32,43,24,55.81,6.47,24,19,79.17,3.61,304,231,75.99,45.71,0,0,0,0,1,0,0,0.15,24,14,58.33,3.61,0,0,0,0
CSP,South Carolina,2019,1050,725,69.05,112,47,41.96,10.67,101,48,47.52,9.62,79,66,83.54,7.52,685,516,75.33,65.24,0,0,0,0,8,3,37.5,0.76,50,35,70,4.76,0,0,0,0,356,233,65.45,33.9,42,17,40.48,4,41,18,43.9,3.9,25,21,84,2.38,225,164,72.89,21.43,0,0,0,0,2,0,0,0.19,16,10,62.5,1.52,0,0,0,0,694,492,70.89,66.1,70,30,42.86,6.67,60,30,50,5.71,54,45,83.33,5.14,460,352,76.52,43.81,0,0,0,0,6,3,50,0.57,34,25,73.53,3.24,0,0,0,0
CSP,Rhode Island,2017,191,147,76.96,3,0,0,1.57,12,5,41.67,6.28,18,15,83.33,9.42,145,114,78.62,75.92,1,0,0,0.52,0,0,0,0,9,8,88.89,4.71,0,0,0,0,46,40,86.96,24.08,1,0,0,0.52,4,0,0,2.09,10,10,100,5.24,27,24,88.89,14.14,0,0,0,0,0,0,0,0,2,0,0,1.05,0,0,0,0,145,107,73.79,75.92,2,0,0,1.05,8,3,37.5,4.19,8,5,62.5,4.19,118,90,76.27,61.78,1,0,0,0.52,0,0,0,0,7,6,85.71,3.66,0,0,0,0
CSP,Rhode Island,2018,359,210,58.5,17,4,23.53,4.74,54,18,33.33,15.04,34,19,55.88,9.47,226,154,68.14,62.95,0,0,0,0,0,0,0,0,13,9,69.23,3.62,0,0,0,0,107,55,51.4,29.81,6,0,0,1.67,17,5,29.41,4.74,13,8,61.54,3.62,66,41,62.12,18.38,0,0,0,0,0,0,0,0,3,0,0,0.84,0,0,0,0,252,155,61.51,70.19,11,4,36.36,3.06,37,13,35.14,10.31,21,11,52.38,5.85,160,113,70.62,44.57,0,0,0,0,0,0,0,0,10,8,80,2.79,0,0,0,0
CSP,Rhode Island,2019,515,291,56.5,34,5,14.71,6.6,99,32,32.32,19.22,43,25,58.14,8.35,311,214,68.81,60.39,1,0,0,0.19,1,0,0,0.19,18,10,55.56,3.5,0,0,0,0,167,76,45.51,32.43,14,1,7.14,2.72,42,11,26.19,8.16,18,9,50,3.5,82,50,60.98,15.92,0,0,0,0,0,0,0,0,8,4,50,1.55,0,0,0,0,348,215,61.78,67.57,20,4,20,3.88,57,21,36.84,11.07,25,16,64,4.85,229,164,71.62,44.47,1,0,0,0.19,1,0,0,0.19,10,6,60,1.94,0,0,0,0
CSP,Pennsylvania,2017,1106,904,81.74,36,19,52.78,3.25,55,40,72.73,4.97,118,103,87.29,10.67,837,691,82.56,75.68,0,0,0,0,1,0,0,0.09,40,33,82.5,3.62,0,0,0,0,308,238,77.27,27.85,22,11,50,1.99,13,12,92.31,1.18,36,30,83.33,3.25,217,169,77.88,19.62,0,0,0,0,0,0,0,0,16,13,81.25,1.45,0,0,0,0,798,666,83.46,72.15,14,8,57.14,1.27,42,28,66.67,3.8,82,73,89.02,7.41,620,522,84.19,56.06,0,0,0,0,1,0,0,0.09,24,20,83.33,2.17,0,0,0,0
